model;vendor;price;quantity
OnePlus 8; OnePlus;283;3
ZTE Blade V; ZTE;360;8
LG K31; LG Electronics;270;2
Xiaomi Mi MIX 3 5G; Xiaomi;396;5
Pixel 4/XL; Google;410;3
Moto G (3rd generation); Motorola Mobility;206;7
Xiaomi Mi MIX 3 5G; Xiaomi;396;9
Xiaomi Mi A3; Xiaomi;253;5
ZTE Blade G/Lux; ZTE;400;9
HTC Desire C; HTC;199;7
Xiaomi Mi 9 Lite; Xiaomi;417;9
BlackBerry Aurora; BlackBerry Mobile;429;9
Samsung Galaxy Xcover 3; Samsung Electronics;473;1
HTC Desire VC; HTC;360;1
ZTE Blade L2; ZTE;244;1
Moto G (2nd generation); Motorola Mobility;206;5
OnePlus 7T; OnePlus;341;4
HTC Evo 3D; HTC;248;4
ZTE Blade III Pro; ZTE;234;7
Moto X Style; Motorola Mobility;232;8
Xiaomi Mi Note 10/Pro; Xiaomi;234;9
BlackBerry Motion; BlackBerry Mobile;383;4
HTC Evo 3D; HTC;248;1
Xiaomi Mi 9T; Xiaomi;388;4
OnePlus 8; OnePlus;283;9
Xiaomi Mi 10/Pro; Xiaomi;366;5
OnePlus 9; OnePlus;386;5
Moto G (3rd generation); Motorola Mobility;206;2
ZTE Blade Vec 3G/4G; ZTE;447;2
Pixel 2/XL; Google;347;6
HTC Rhyme; HTC;201;2
HTC Sensation XL; HTC;309;6
Samsung Galaxy Note Edge; Samsung Electronics;264;4
OnePlus 7T Pro; OnePlus;329;6
ZTE Blade G2; ZTE;243;5
Motorola Droid Turbo; Motorola Mobility;444;8
HTC Rhyme; HTC;201;8
OnePlus 7T Pro; OnePlus;329;6
BlackBerry Aurora; BlackBerry Mobile;429;6
BlackBerry Key2; BlackBerry Mobile;247;9
Samsung Galaxy A5 Duos; Samsung Electronics;200;2
HTC One S C2; HTC;462;2
Xiaomi Mi Note 10/Pro; Xiaomi;234;9
Xiaomi Mi A3; Xiaomi;253;9
Xiaomi Mi 9T Pro; Xiaomi;430;5
HTC One V; HTC;240;1
HTC One S C2; HTC;462;1
HTC One V; HTC;240;5
OnePlus 9; OnePlus;386;8
HTC One S C2; HTC;462;4
BlackBerry KeyOne; BlackBerry Mobile;346;2
OnePlus 8T; OnePlus;328;8
OnePlus 8 Pro; OnePlus;390;5
OnePlus 8T; OnePlus;328;7
Xiaomi Mi 9 Lite; Xiaomi;417;2
Moto G (2nd generation); Motorola Mobility;206;9
ZTE Blade G V880G; ZTE;274;8
Pixel 3/XL; Google;272;3
Moto E (1st generation); Motorola Mobility;353;7
OnePlus 7T Pro; OnePlus;329;7
Xiaomi Mi 9 Lite; Xiaomi;417;5
Motorola Droid Turbo; Motorola Mobility;444;9
Xiaomi Mi 9T Pro; Xiaomi;430;6
HTC One S C2; HTC;462;3
Samsung Galaxy A3/Duos; Samsung Electronics;407;7
HTC One X/XL; HTC;352;6
HTC Rhyme; HTC;201;4
Pixel 4/XL; Google;410;3
HTC Rhyme; HTC;201;5
ZTE Blade C V807; ZTE;229;4
HTC Sensation XL; HTC;309;7
Moto E3; Motorola Mobility;341;4
Moto G (3rd generation); Motorola Mobility;206;6
HTC One S C2; HTC;462;3
OnePlus Nord N10 5G; OnePlus;414;9
Samsung Galaxy A9 (2016); Samsung Electronics;300;8
OnePlus 8 Pro; OnePlus;390;3
Xiaomi Mi 10/Pro; Xiaomi;366;5
Pixel 5; Google;408;4
HTC Evo Design 4G; HTC;491;1
HTC Desire C; HTC;199;2
HTC Explorer; HTC;396;5
OnePlus Nord N100; OnePlus;397;7
ZTE Blade G/Lux; ZTE;400;4
HTC Evo 3D; HTC;248;7
OnePlus Nord; OnePlus;425;1
HTC One S C2; HTC;462;1
OnePlus Nord; OnePlus;425;2
HTC One V; HTC;240;4
ZTE Blade L2; ZTE;244;7
ZTE Blade III Pro; ZTE;234;4
BlackBerry Motion; BlackBerry Mobile;383;6
Moto G4; Motorola Mobility;339;7
LG Q61; LG Electronics;326;2
HTC One V; HTC;240;2
Moto E (2nd generation); Motorola Mobility;358;7
Xiaomi Mi 10/Pro; Xiaomi;366;2
HTC Evo Design 4G; HTC;491;3
ZTE Blade Vec 3G/4G; ZTE;447;7
HTC Salsa; HTC;257;5
ZTE Blade III Pro; ZTE;234;2
Pixel 4a (5G); Google;469;4
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;1
Moto G (3rd generation); Motorola Mobility;206;9
HTC One S; HTC;317;7
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;2
Moto X Play; Motorola Mobility;437;1
Samsung Galaxy A7/Duos; Samsung Electronics;426;7
Moto G4; Motorola Mobility;339;1
HTC Evo Design 4G; HTC;491;5
HTC Rezound; HTC;209;7
Moto G4; Motorola Mobility;339;2
OnePlus 8 Pro; OnePlus;390;5
Pixel 4a; Google;289;3
ZTE Blade V; ZTE;360;8
HTC Salsa; HTC;257;3
Samsung Galaxy A5 Duos; Samsung Electronics;200;9
ZTE Blade G2; ZTE;243;6
Pixel 3/XL; Google;272;2
LG Q92 5G; LG Electronics;216;3
HTC One V; HTC;240;7
HTC One V; HTC;240;8
Moto X (2nd generation); Motorola Mobility;286;9
ZTE Blade III Pro; ZTE;234;1
Pixel 5; Google;408;9
ZTE Director; ZTE;432;9
LG Q61; LG Electronics;326;3
Moto E3; Motorola Mobility;341;8
ZTE Blade III Pro; ZTE;234;7
BlackBerry Motion; BlackBerry Mobile;383;1
Moto X Play; Motorola Mobility;437;4
HTC Sensation XL; HTC;309;5
ZTE Director; ZTE;432;2
ZTE Blade G V880G; ZTE;274;1
ZTE Blade C V807; ZTE;229;4
Moto G (3rd generation); Motorola Mobility;206;9
Samsung Galaxy A5 Duos; Samsung Electronics;200;3
Motorola Droid Turbo; Motorola Mobility;444;2
Samsung Galaxy Xcover 3; Samsung Electronics;473;5
HTC Evo 3D; HTC;248;6
ZTE Director; ZTE;432;6
Samsung Galaxy A8/Duos; Samsung Electronics;402;5
HTC Droid Incredible 4G LTE; HTC;290;7
Pixel 4/XL; Google;410;4
HTC Explorer; HTC;396;3
ZTE Blade G2; ZTE;243;7
HTC Desire VC; HTC;360;6
ZTE Blade V; ZTE;360;3
Samsung Galaxy A5 Duos; Samsung Electronics;200;1
Pixel 4a; Google;289;3
Oppo Find; Oppo;334;9
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;1
Moto E (2nd generation); Motorola Mobility;358;9
HTC Sensation XE; HTC;481;3
Xiaomi Mi 9/SE; Xiaomi;471;4
ZTE Director; ZTE;432;8
Moto E (2nd generation); Motorola Mobility;358;3
Moto E (1st generation); Motorola Mobility;353;3
Xiaomi Mi 10/Pro; Xiaomi;366;4
OnePlus 8; OnePlus;283;1
Pixel 5; Google;408;7
LG Stylo 6; LG Electronics;397;2
Samsung Galaxy Note Edge; Samsung Electronics;264;8
LG Q61; LG Electronics;326;4
Pixel 4/XL; Google;410;6
HTC Desire V; HTC;359;3
Xiaomi Black Shark 2 Pro; Xiaomi;346;3
Pixel 4a; Google;289;6
Oppo Find; Oppo;334;1
HTC Sensation XE; HTC;481;2
HTC Desire C; HTC;199;1
OnePlus 7T Pro; OnePlus;329;8
OnePlus 7T; OnePlus;341;9
HTC One S; HTC;317;3
LG K31; LG Electronics;270;8
ZTE Blade Q/Maxi/Mini; ZTE;374;9
HTC Rezound; HTC;209;6
BlackBerry KeyOne; BlackBerry Mobile;346;6
Pixel 3/XL; Google;272;7
Moto E3; Motorola Mobility;341;4
LG Q61; LG Electronics;326;9
Moto E3; Motorola Mobility;341;5
Pixel 5; Google;408;7
Moto G (3rd generation); Motorola Mobility;206;9
LG K42/K71; LG Electronics;416;5
Moto G (3rd generation); Motorola Mobility;206;9
ZTE Blade C V807; ZTE;229;7
LG Q92 5G; LG Electronics;216;6
LG K31; LG Electronics;270;3
Samsung Galaxy Note 5; Samsung Electronics;254;4
Xiaomi Mi 9T; Xiaomi;388;4
Moto X (2nd generation); Motorola Mobility;286;7
Xiaomi Black Shark 2 Pro; Xiaomi;346;1
BlackBerry Motion; BlackBerry Mobile;383;7
Moto X Play; Motorola Mobility;437;5
Samsung Galaxy A7/Duos; Samsung Electronics;426;2
OnePlus 9 Pro; OnePlus;483;6
Xiaomi Mi A3; Xiaomi;253;5
ZTE Blade G2; ZTE;243;4
OnePlus Nord; OnePlus;425;6
HTC Sensation XL; HTC;309;5
HTC Desire C; HTC;199;5
ZTE Blade G V880G; ZTE;274;8
HTC Rezound; HTC;209;3
OnePlus 8; OnePlus;283;9
Pixel 3a/XL; Google;365;3
Samsung Galaxy Xcover 3; Samsung Electronics;473;3
LG Velvet; LG Electronics;496;8
OnePlus 8T; OnePlus;328;8
OnePlus 8T; OnePlus;328;4
HTC Amaze 4G; HTC;227;2
HTC One S C2; HTC;462;9
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;3
HTC One V; HTC;240;2
HTC Amaze 4G; HTC;227;9
ZTE Blade L2; ZTE;244;8
Moto X (2nd generation); Motorola Mobility;286;3
BlackBerry Aurora; BlackBerry Mobile;429;3
OnePlus 8 Pro; OnePlus;390;4
Xiaomi Mi 10/Pro; Xiaomi;366;7
Xiaomi Mi Note 10/Pro; Xiaomi;234;1
OnePlus Nord; OnePlus;425;6
Oppo Find; Oppo;334;5
Moto X Style; Motorola Mobility;232;8
Motorola Droid Turbo; Motorola Mobility;444;4
BlackBerry Motion; BlackBerry Mobile;383;6
Samsung Galaxy A5; Samsung Electronics;428;9
Moto E (1st generation); Motorola Mobility;353;9
HTC Explorer; HTC;396;3
Oppo Find; Oppo;334;7
ZTE Blade G/Lux; ZTE;400;9
Samsung Galaxy Xcover 3; Samsung Electronics;473;7
LG Stylo 6; LG Electronics;397;9
OnePlus Nord N100; OnePlus;397;1
Pixel 4a; Google;289;9
LG Q92 5G; LG Electronics;216;2
HTC Evo Design 4G; HTC;491;9
BlackBerry KeyOne; BlackBerry Mobile;346;7
Moto E (2nd generation); Motorola Mobility;358;7
BlackBerry Motion; BlackBerry Mobile;383;1
HTC Rhyme; HTC;201;4
OnePlus 7T; OnePlus;341;8
HTC Evo Design 4G; HTC;491;2
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;5
HTC One X/XL; HTC;352;2
HTC Explorer; HTC;396;3
LG Q61; LG Electronics;326;6
HTC One V; HTC;240;6
HTC Desire C; HTC;199;2
Xiaomi Mi 9T Pro; Xiaomi;430;7
LG K42/K71; LG Electronics;416;7
Samsung Galaxy Xcover 3; Samsung Electronics;473;7
LG K31; LG Electronics;270;3
LG Stylo 6; LG Electronics;397;9
Moto G (3rd generation); Motorola Mobility;206;2
Moto X Play; Motorola Mobility;437;6
BlackBerry Aurora; BlackBerry Mobile;429;6
HTC One S; HTC;317;8
HTC Rezound; HTC;209;1
ZTE Director; ZTE;432;3
Xiaomi Black Shark 2; Xiaomi;258;8
HTC One S; HTC;317;7
HTC Desire C; HTC;199;7
Samsung Galaxy A5; Samsung Electronics;428;9
Samsung Galaxy Note 5; Samsung Electronics;254;5
HTC Desire VC; HTC;360;9
Xiaomi Black Shark 2; Xiaomi;258;6
ZTE Blade S6; ZTE;219;2
BlackBerry Key2; BlackBerry Mobile;247;7
Samsung Galaxy A3/Duos; Samsung Electronics;407;3
ZTE Blade L2; ZTE;244;9
ZTE Blade G2; ZTE;243;3
Motorola Droid Turbo; Motorola Mobility;444;4
LG Stylo 6; LG Electronics;397;7
Pixel 4a; Google;289;6
OnePlus Nord N10 5G; OnePlus;414;5
Samsung Galaxy A7/Duos; Samsung Electronics;426;4
LG Stylo 6; LG Electronics;397;9
ZTE Blade L2; ZTE;244;2
Samsung Galaxy A9 (2016); Samsung Electronics;300;3
OnePlus 8 Pro; OnePlus;390;5
LG Velvet; LG Electronics;496;8
Pixel 4a (5G); Google;469;8
Samsung Galaxy A8/Duos; Samsung Electronics;402;8
HTC Evo 3D; HTC;248;1
HTC Sensation XE; HTC;481;9
Samsung Galaxy A9 (2016); Samsung Electronics;300;3
Moto X Style; Motorola Mobility;232;5
BlackBerry KeyOne; BlackBerry Mobile;346;3
Moto E (2nd generation); Motorola Mobility;358;9
HTC Evo 3D; HTC;248;3
HTC Rhyme; HTC;201;3
Samsung Galaxy S7/Edge; Samsung Electronics;373;4
Pixel 4/XL; Google;410;6
ZTE Blade S6; ZTE;219;5
Samsung Galaxy A9 (2016); Samsung Electronics;300;2
LG K31; LG Electronics;270;6
HTC Desire V; HTC;359;2
BlackBerry Key2; BlackBerry Mobile;247;9
HTC One S; HTC;317;7
HTC Sensation XE; HTC;481;5
OnePlus 8T; OnePlus;328;9
Samsung Galaxy S6/Edge; Samsung Electronics;274;4
HTC One S C2; HTC;462;9
OnePlus 7T; OnePlus;341;7
Moto E3; Motorola Mobility;341;3
OnePlus Nord N100; OnePlus;397;2
BlackBerry Key2; BlackBerry Mobile;247;8
HTC Desire VC; HTC;360;8
HTC One S C2; HTC;462;6
Pixel 4/XL; Google;410;9
HTC Evo Design 4G; HTC;491;1
LG K31; LG Electronics;270;1
Moto E3; Motorola Mobility;341;9
LG K42/K71; LG Electronics;416;6
BlackBerry Aurora; BlackBerry Mobile;429;8
Moto X Play; Motorola Mobility;437;9
HTC Evo Design 4G; HTC;491;3
Xiaomi Mi 9 Lite; Xiaomi;417;6
ZTE Blade Vec 3G/4G; ZTE;447;6
Xiaomi Mi 9/SE; Xiaomi;471;7
Oppo Find; Oppo;334;5
HTC One S C2; HTC;462;2
HTC One S C2; HTC;462;3
Samsung Galaxy A8/Duos; Samsung Electronics;402;7
Samsung Galaxy A8/Duos; Samsung Electronics;402;6
ZTE Blade G/Lux; ZTE;400;9
Xiaomi Mi 9/SE; Xiaomi;471;6
LG K22; LG Electronics;315;4
LG Q92 5G; LG Electronics;216;9
OnePlus Nord N10 5G; OnePlus;414;6
BlackBerry Motion; BlackBerry Mobile;383;9
Moto X Style; Motorola Mobility;232;1
OnePlus Nord; OnePlus;425;4
Samsung Galaxy Note Edge; Samsung Electronics;264;8
Xiaomi Mi 9T Pro; Xiaomi;430;4
LG K31; LG Electronics;270;5
Xiaomi Mi 9T Pro; Xiaomi;430;9
Moto E3; Motorola Mobility;341;9
HTC Rhyme; HTC;201;8
Pixel 4/XL; Google;410;7
HTC Rezound; HTC;209;3
HTC Evo 4G LTE; HTC;477;8
Pixel 2/XL; Google;347;5
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;8
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;9
LG Q92 5G; LG Electronics;216;7
Pixel 4a; Google;289;8
Samsung Galaxy S6 Edge+; Samsung Electronics;434;4
Samsung Galaxy A9 (2016); Samsung Electronics;300;3
HTC Salsa; HTC;257;2
LG K22; LG Electronics;315;1
ZTE Blade Q/Maxi/Mini; ZTE;374;6
LG Stylo 6; LG Electronics;397;3
HTC Evo 3D; HTC;248;9
OnePlus 7T Pro; OnePlus;329;2
HTC Evo Design 4G; HTC;491;8
LG Q92 5G; LG Electronics;216;3
Samsung Galaxy S6 Edge+; Samsung Electronics;434;7
Moto G (2nd generation); Motorola Mobility;206;8
BlackBerry Aurora; BlackBerry Mobile;429;7
Pixel 4a (5G); Google;469;5
Moto E3; Motorola Mobility;341;4
OnePlus 8T; OnePlus;328;2
Xiaomi Mi Note 10/Pro; Xiaomi;234;7
Samsung Galaxy A9 (2016); Samsung Electronics;300;6
Xiaomi Mi 10/Pro; Xiaomi;366;2
Samsung Galaxy Xcover 3; Samsung Electronics;473;5
ZTE Blade G V880G; ZTE;274;8
OnePlus Nord; OnePlus;425;3
HTC Sensation XL; HTC;309;2
OnePlus 7T Pro; OnePlus;329;2
ZTE Blade C V807; ZTE;229;9
LG Stylo 6; LG Electronics;397;5
HTC Raider 4G; HTC;286;2
Xiaomi Black Shark 2; Xiaomi;258;8
ZTE Blade Vec 3G/4G; ZTE;447;1
Samsung Galaxy S6/Edge; Samsung Electronics;274;1
BlackBerry Aurora; BlackBerry Mobile;429;6
Pixel 5; Google;408;5
ZTE Blade G V880G; ZTE;274;9
Xiaomi Mi MIX 3 5G; Xiaomi;396;1
Samsung Galaxy A7/Duos; Samsung Electronics;426;2
HTC Sensation XL; HTC;309;1
Samsung Galaxy A9 (2016); Samsung Electronics;300;3
OnePlus 9; OnePlus;386;4
Samsung Galaxy S7/Edge; Samsung Electronics;373;5
HTC Desire V; HTC;359;2
Samsung Galaxy S7/Edge; Samsung Electronics;373;7
Moto X (2nd generation); Motorola Mobility;286;2
HTC Droid Incredible 4G LTE; HTC;290;2
Moto G (3rd generation); Motorola Mobility;206;4
ZTE Blade L2; ZTE;244;2
Pixel 5; Google;408;6
BlackBerry Key2; BlackBerry Mobile;247;2
HTC Sensation XL; HTC;309;1
Samsung Galaxy S6 Edge+; Samsung Electronics;434;8
Moto X (2nd generation); Motorola Mobility;286;8
OnePlus 8; OnePlus;283;1
OnePlus 7T Pro; OnePlus;329;4
ZTE Blade V; ZTE;360;1
Motorola Droid Turbo; Motorola Mobility;444;5
Pixel 4a; Google;289;3
HTC Sensation XE; HTC;481;2
Xiaomi Mi 9 Lite; Xiaomi;417;7
Moto X Style; Motorola Mobility;232;8
Moto E (2nd generation); Motorola Mobility;358;7
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;2
Samsung Galaxy Note 5; Samsung Electronics;254;2
OnePlus 9 Pro; OnePlus;483;9
Samsung Galaxy A5 Duos; Samsung Electronics;200;8
HTC Amaze 4G; HTC;227;2
BlackBerry Motion; BlackBerry Mobile;383;2
Pixel 4a (5G); Google;469;5
Samsung Galaxy S6/Edge; Samsung Electronics;274;9
Samsung Galaxy Note 5; Samsung Electronics;254;3
ZTE Blade Vec 3G/4G; ZTE;447;3
LG K31; LG Electronics;270;7
Moto G (3rd generation); Motorola Mobility;206;5
HTC Amaze 4G; HTC;227;9
HTC One S; HTC;317;2
Pixel 4/XL; Google;410;5
HTC Salsa; HTC;257;2
Moto E3; Motorola Mobility;341;3
HTC One V; HTC;240;2
Samsung Galaxy S7/Edge; Samsung Electronics;373;1
Moto G (2nd generation); Motorola Mobility;206;2
OnePlus 7T Pro; OnePlus;329;2
ZTE Blade Q/Maxi/Mini; ZTE;374;8
OnePlus 8 Pro; OnePlus;390;4
Moto X Play; Motorola Mobility;437;8
Xiaomi Mi 9/SE; Xiaomi;471;2
OnePlus Nord N100; OnePlus;397;3
HTC Amaze 4G; HTC;227;8
BlackBerry KeyOne; BlackBerry Mobile;346;2
Oppo Find; Oppo;334;1
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;9
ZTE Blade G2; ZTE;243;5
Moto X Style; Motorola Mobility;232;3
LG K42/K71; LG Electronics;416;4
Xiaomi Mi 10/Pro; Xiaomi;366;6
Xiaomi Mi Note 10/Pro; Xiaomi;234;6
ZTE Director; ZTE;432;2
Samsung Galaxy Note 5; Samsung Electronics;254;8
OnePlus Nord N100; OnePlus;397;3
BlackBerry KeyOne; BlackBerry Mobile;346;6
HTC One V; HTC;240;1
ZTE Blade III Pro; ZTE;234;3
OnePlus 9 Pro; OnePlus;483;3
Samsung Galaxy A5 Duos; Samsung Electronics;200;2
ZTE Blade G V880G; ZTE;274;6
OnePlus 8; OnePlus;283;5
HTC Sensation XL; HTC;309;6
Samsung Galaxy A5; Samsung Electronics;428;1
Xiaomi Mi 9/SE; Xiaomi;471;2
ZTE Blade Q/Maxi/Mini; ZTE;374;1
LG K22; LG Electronics;315;8
Samsung Galaxy Xcover 3; Samsung Electronics;473;1
Xiaomi Mi 10/Pro; Xiaomi;366;8
BlackBerry KeyOne; BlackBerry Mobile;346;6
OnePlus Nord N100; OnePlus;397;6
Pixel 4a; Google;289;9
HTC Sensation XL; HTC;309;8
LG K22; LG Electronics;315;2
HTC Rhyme; HTC;201;6
Samsung Galaxy S6/Edge; Samsung Electronics;274;3
Xiaomi Mi 10/Pro; Xiaomi;366;7
Pixel 4a (5G); Google;469;3
Pixel 5; Google;408;3
Samsung Galaxy S7/Edge; Samsung Electronics;373;6
HTC One S C2; HTC;462;9
Pixel 4a; Google;289;1
HTC Amaze 4G; HTC;227;3
LG K22; LG Electronics;315;2
OnePlus 8; OnePlus;283;8
ZTE Blade Vec 3G/4G; ZTE;447;6
BlackBerry KeyOne; BlackBerry Mobile;346;7
Moto G4; Motorola Mobility;339;6
Samsung Galaxy A8/Duos; Samsung Electronics;402;2
Moto X Play; Motorola Mobility;437;3
ZTE Blade G/Lux; ZTE;400;3
OnePlus 9; OnePlus;386;8
Xiaomi Mi 9/SE; Xiaomi;471;5
Moto E (1st generation); Motorola Mobility;353;4
HTC Raider 4G; HTC;286;5
HTC Sensation XE; HTC;481;2
Samsung Galaxy A7/Duos; Samsung Electronics;426;7
ZTE Blade S6; ZTE;219;5
Pixel 3a/XL; Google;365;1
HTC One V; HTC;240;4
Samsung Galaxy A3/Duos; Samsung Electronics;407;8
HTC Explorer; HTC;396;9
HTC Evo Design 4G; HTC;491;8
BlackBerry Key2; BlackBerry Mobile;247;9
OnePlus Nord; OnePlus;425;4
BlackBerry Motion; BlackBerry Mobile;383;1
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;3
BlackBerry KeyOne; BlackBerry Mobile;346;4
Samsung Galaxy A9 (2016); Samsung Electronics;300;6
OnePlus Nord; OnePlus;425;1
BlackBerry Motion; BlackBerry Mobile;383;7
HTC Desire V; HTC;359;3
ZTE Blade Q/Maxi/Mini; ZTE;374;7
OnePlus 7T Pro; OnePlus;329;8
LG Q92 5G; LG Electronics;216;9
Xiaomi Mi 9/SE; Xiaomi;471;9
Xiaomi Mi 9 Lite; Xiaomi;417;4
Xiaomi Mi MIX 3 5G; Xiaomi;396;1
Samsung Galaxy A9 (2016); Samsung Electronics;300;5
HTC Amaze 4G; HTC;227;4
OnePlus 8 Pro; OnePlus;390;4
ZTE Blade G2; ZTE;243;2
Moto E (2nd generation); Motorola Mobility;358;2
Xiaomi Mi MIX 3 5G; Xiaomi;396;3
Pixel 2/XL; Google;347;1
Xiaomi Mi A3; Xiaomi;253;4
BlackBerry Key2; BlackBerry Mobile;247;4
ZTE Blade III Pro; ZTE;234;3
HTC Evo Design 4G; HTC;491;8
OnePlus 9; OnePlus;386;9
HTC Sensation XE; HTC;481;3
Samsung Galaxy A3/Duos; Samsung Electronics;407;6
Moto E (1st generation); Motorola Mobility;353;8
OnePlus Nord N10 5G; OnePlus;414;7
ZTE Blade L2; ZTE;244;3
OnePlus Nord N100; OnePlus;397;6
OnePlus 7T Pro; OnePlus;329;4
HTC Desire V; HTC;359;3
Samsung Galaxy A7/Duos; Samsung Electronics;426;7
HTC Desire C; HTC;199;4
HTC Evo 4G LTE; HTC;477;6
Xiaomi Mi 9 Lite; Xiaomi;417;8
Pixel 3a/XL; Google;365;3
Samsung Galaxy A3 (2016)/A5 (2016)/A7 (2016); Samsung Electronics;447;3
HTC Sensation XL; HTC;309;2
HTC Desire V; HTC;359;7
HTC One S C2; HTC;462;4
HTC Sensation XL; HTC;309;2
Moto G4; Motorola Mobility;339;1
OnePlus Nord N10 5G; OnePlus;414;7
HTC Raider 4G; HTC;286;6
ZTE Blade III Pro; ZTE;234;3
HTC Sensation XE; HTC;481;4
HTC Salsa; HTC;257;5
HTC One S C2; HTC;462;6
Samsung Galaxy A5 Duos; Samsung Electronics;200;8
ZTE Blade C V807; ZTE;229;8
BlackBerry Motion; BlackBerry Mobile;383;4
LG K31; LG Electronics;270;9
LG Q92 5G; LG Electronics;216;4
Samsung Galaxy S6/Edge; Samsung Electronics;274;7
ZTE Blade Vec 3G/4G; ZTE;447;7
Xiaomi Mi Note 10/Pro; Xiaomi;234;3
LG Velvet; LG Electronics;496;1
Samsung Galaxy Xcover 3; Samsung Electronics;473;2
HTC One S; HTC;317;8
ZTE Blade G/Lux; ZTE;400;3
Samsung Galaxy A3/Duos; Samsung Electronics;407;1
Xiaomi Mi 9 Lite; Xiaomi;417;3
BlackBerry Motion; BlackBerry Mobile;383;7
OnePlus 8; OnePlus;283;8
Moto E3; Motorola Mobility;341;5
Moto X Style; Motorola Mobility;232;1
HTC Sensation XE; HTC;481;5
Moto E (2nd generation); Motorola Mobility;358;3
Pixel 4/XL; Google;410;7
HTC Sensation XL; HTC;309;3
OnePlus Nord N10 5G; OnePlus;414;4
Xiaomi Mi A3; Xiaomi;253;2
Pixel 4a; Google;289;4
LG K31; LG Electronics;270;2
OnePlus 9; OnePlus;386;3
HTC Desire V; HTC;359;5
Moto E (1st generation); Motorola Mobility;353;5
HTC One S C2; HTC;462;7
OnePlus Nord; OnePlus;425;4
ZTE Blade Q/Maxi/Mini; ZTE;374;7
LG Velvet; LG Electronics;496;1
Samsung Galaxy A9 (2016); Samsung Electronics;300;1
OnePlus 8T; OnePlus;328;2
HTC Raider 4G; HTC;286;9
ZTE Director; ZTE;432;8
OnePlus 8 Pro; OnePlus;390;4
Moto G (3rd generation); Motorola Mobility;206;8
HTC One V; HTC;240;7
OnePlus 8 Pro; OnePlus;390;6
ZTE Blade Q/Maxi/Mini; ZTE;374;5
Xiaomi Mi 10/Pro; Xiaomi;366;4
Xiaomi Mi Note 10/Pro; Xiaomi;234;1
ZTE Director; ZTE;432;2
Moto E3; Motorola Mobility;341;6
HTC One S; HTC;317;9
Xiaomi Black Shark 2 Pro; Xiaomi;346;3
Moto X Play; Motorola Mobility;437;9
Samsung Galaxy A7/Duos; Samsung Electronics;426;6
OnePlus 8T; OnePlus;328;4
ZTE Blade V; ZTE;360;7
OnePlus 9 Pro; OnePlus;483;3
HTC One V; HTC;240;7
OnePlus 9; OnePlus;386;5
LG K31; LG Electronics;270;3
Oppo Find; Oppo;334;5
LG Q92 5G; LG Electronics;216;2
HTC Explorer; HTC;396;9
ZTE Blade G V880G; ZTE;274;1
Moto G4; Motorola Mobility;339;5
Oppo Find; Oppo;334;4
Moto E (1st generation); Motorola Mobility;353;5
Moto E (2nd generation); Motorola Mobility;358;1
LG K42/K71; LG Electronics;416;3
Moto E (1st generation); Motorola Mobility;353;7
Xiaomi Mi 9 Pro/Pro 5G; Xiaomi;350;9
LG Q92 5G; LG Electronics;216;6
Moto E (1st generation); Motorola Mobility;353;6
Samsung Galaxy Xcover 3; Samsung Electronics;473;2
ZTE Blade S6; ZTE;219;1
OnePlus 8T; OnePlus;328;1
OnePlus 9 Pro; OnePlus;483;2
Pixel 2/XL; Google;347;1
Samsung Galaxy A7/Duos; Samsung Electronics;426;4
HTC Explorer; HTC;396;6
Motorola Droid Turbo; Motorola Mobility;444;5
OnePlus 7T Pro; OnePlus;329;9
OnePlus Nord; OnePlus;425;2
OnePlus 8; OnePlus;283;9
Samsung Galaxy A9 (2016); Samsung Electronics;300;3
OnePlus 9 Pro; OnePlus;483;4
ZTE Blade Vec 3G/4G; ZTE;447;6
Samsung Galaxy S7/Edge; Samsung Electronics;373;8
ZTE Blade G V880G; ZTE;274;1
Xiaomi Mi 9T; Xiaomi;388;1
Xiaomi Mi 9/SE; Xiaomi;471;6
Samsung Galaxy A5 Duos; Samsung Electronics;200;2
ZTE Blade G2; ZTE;243;1
Pixel 4a; Google;289;2
Samsung Galaxy S6/Edge; Samsung Electronics;274;2
ZTE Blade G2; ZTE;243;6
Xiaomi Mi 9T; Xiaomi;388;8
Samsung Galaxy Xcover 3; Samsung Electronics;473;6
Samsung Galaxy Note 5; Samsung Electronics;254;3
HTC Evo 4G LTE; HTC;477;6
Xiaomi Mi Note 10/Pro; Xiaomi;234;7
HTC Raider 4G; HTC;286;6
Samsung Galaxy S7/Edge; Samsung Electronics;373;2
ZTE Blade G/Lux; ZTE;400;6
OnePlus 9 Pro; OnePlus;483;5
